eventid,iyear,imonth,iday,country,country_txt,region,region_txt,latitude,longitude,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,gname,weaptype1,weaptype1_txt,nkill,nkillter,nwound,nwoundte,property,propextent,propextent_txt
201401010001,2014,1,1,45,Colombia,3,South America,8.86879,-73.194094,1,0,3,Bombing/Explosion,21,Utilities,National Liberation Army of Colombia (ELN),6,Explosives/Bombs/Dynamite,0,0,0,0,1,4,Unknown
201401010002,2014,1,1,182,Somalia,11,Sub-Saharan Africa,2.033333,45.35,1,1,3,Bombing/Explosion,1,Business,Al-Shabaab,6,Explosives/Bombs/Dynamite,4,1.5,20,0,1,3,Minor (likely < $1 million)
201401010003,2014,1,1,153,Pakistan,6,South Asia,30.191332,67.003051,1,1,3,Bombing/Explosion,14,Private Citizens & Property,Jaish-e-Islam,6,Explosives/Bombs/Dynamite,3,1,31,0,1,3,Minor (likely < $1 million)
201401010004,2014,1,1,153,Pakistan,6,South Asia,29.033333,69.15,0,0,3,Bombing/Explosion,20,Unknown,Unknown,6,Explosives/Bombs/Dynamite,0,0,0,0,0,,
201401010005,2014,1,1,182,Somalia,11,Sub-Saharan Africa,1.097128,42.598368,1,0,6,Hostage Taking (Kidnapping),12,NGO,Al-Shabaab,13,Unknown,,0,,0,0,,
201401010007,2014,1,1,95,Iraq,10,Middle East & North Africa,36.37658,43.18292,1,1,3,Bombing/Explosion,4,Military,Unknown,6,Explosives/Bombs/Dynamite,2,1,6,0,-9,,
201401010017,2014,1,1,95,Iraq,10,Middle East & North Africa,33.9976,44.365196,1,0,2,Armed Assault,4,Military,Unknown,5,Firearms,2,0,3,0,-9,,
201401010018,2014,1,1,95,Iraq,10,Middle East & North Africa,33.66564,44.375984,1,0,2,Armed Assault,3,Police,Muslim Fundamentalists,5,Firearms,4,0,12,0,1,3,Minor (likely < $1 million)
201401010020,2014,1,1,92,India,6,South Asia,24.782772,93.943216,1,0,3,Bombing/Explosion,20,Unknown,Unknown,6,Explosives/Bombs/Dynamite,0,0,0,0,-9,,
201401010021,2014,1,1,92,India,6,South Asia,24.812291,93.947471,1,0,3,Bombing/Explosion,20,Unknown,Unknown,6,Explosives/Bombs/Dynamite,0,0,0,0,-9,,
201401010022,2014,1,1,4,Afghanistan,6,South Asia,31.363647,63.958611,1,0,9,Unknown,4,Military,Unknown,13,Unknown,1,0,0,0,0,,
201401010023,2014,1,1,60,Egypt,10,Middle East & North Africa,30.121675,31.245176,1,0,3,Bombing/Explosion,3,Police,Unknown,6,Explosives/Bombs/Dynamite,0,0,3,0,1,3,Minor (likely < $1 million)
201401010024,2014,1,1,95,Iraq,10,Middle East & North Africa,33.354334,43.783581,1,0,2,Armed Assault,3,Police,Islamic State of Iraq and the Levant (ISIL),5,Firearms,0,0,0,0,1,3,Minor (likely < $1 million)
201401010025,2014,1,1,95,Iraq,10,Middle East & North Africa,33.351466,43.784267,1,0,2,Armed Assault,3,Police,Islamic State of Iraq and the Levant (ISIL),5,Firearms,1,0,0,0,1,3,Minor (likely < $1 million)
201401010026,2014,1,1,95,Iraq,10,Middle East & North Africa,33.354334,43.783581,1,0,2,Armed Assault,3,Police,Islamic State of Iraq and the Levant (ISIL),5,Firearms,0,0,0,0,1,3,Minor (likely < $1 million)
201401010027,2014,1,1,95,Iraq,10,Middle East & North Africa,33.354334,43.783581,1,0,2,Armed Assault,3,Police,Islamic State of Iraq and the Levant (ISIL),5,Firearms,0,0,0,0,1,3,Minor (likely < $1 million)
201401010028,2014,1,1,95,Iraq,10,Middle East & North Africa,33.354334,43.783581,1,0,2,Armed Assault,2,Government (General),Islamic State of Iraq and the Levant (ISIL),5,Firearms,0,0,0,0,-9,,
201401010029,2014,1,1,95,Iraq,10,Middle East & North Africa,33.429436,43.304989,1,0,2,Armed Assault,3,Police,Islamic State of Iraq and the Levant (ISIL),5,Firearms,0,0,0,0,1,3,Minor (likely < $1 million)
201401010030,2014,1,1,95,Iraq,10,Middle East & North Africa,33.429436,43.304989,1,0,2,Armed Assault,3,Police,Islamic State of Iraq and the Levant (ISIL),5,Firearms,0,0,0,0,1,3,Minor (likely < $1 million)
201401010031,2014,1,1,95,Iraq,10,Middle East & North Africa,33.431012,43.309967,1,0,2,Armed Assault,3,Police,Islamic State of Iraq and the Levant (ISIL),5,Firearms,0,0,0,0,1,3,Minor (likely < $1 million)
201401010032,2014,1,1,95,Iraq,10,Middle East & North Africa,33.431585,43.308765,1,0,2,Armed Assault,3,Police,Islamic State of Iraq and the Levant (ISIL),5,Firearms,0,0,0,0,1,3,Minor (likely < $1 million)
201401010033,2014,1,1,95,Iraq,10,Middle East & North Africa,33.358348,43.779488,0,0,2,Armed Assault,3,Police,Islamic State of Iraq and the Levant (ISIL),5,Firearms,0,0,0,0,0,,
201401010034,2014,1,1,95,Iraq,10,Middle East & North Africa,33.401137,43.909422,1,0,2,Armed Assault,3,Police,Islamic State of Iraq and the Levant (ISIL),5,Firearms,0,0,0,0,1,3,Minor (likely < $1 million)
201401010035,2014,1,1,95,Iraq,10,Middle East & North Africa,33.401137,43.909422,1,0,2,Armed Assault,3,Police,Islamic State of Iraq and the Levant (ISIL),5,Firearms,0,0,0,0,1,3,Minor (likely < $1 million)
201401010036,2014,1,1,4,Afghanistan,6,South Asia,32.105916,66.907497,1,0,3,Bombing/Explosion,3,Police,Taliban,6,Explosives/Bombs/Dynamite,1,0,2,0,1,3,Minor (likely < $1 million)
201401010038,2014,1,1,95,Iraq,10,Middle East & North Africa,33.036082,40.285743,1,1,3,Bombing/Explosion,3,Police,Unknown,6,Explosives/Bombs/Dynamite,3,1,6,0,-9,,
201401010039,2014,1,1,182,Somalia,11,Sub-Saharan Africa,2.033333,45.35,1,1,3,Bombing/Explosion,4,Military,Al-Shabaab,6,Explosives/Bombs/Dynamite,7,1.5,20,0,1,3,Minor (likely < $1 million)
201401010040,2014,1,1,182,Somalia,11,Sub-Saharan Africa,2.033333,45.35,1,0,3,Bombing/Explosion,1,Business,Al-Shabaab,6,Explosives/Bombs/Dynamite,0,0,0,0,0,,
201401010044,2014,1,1,95,Iraq,10,Middle East & North Africa,36.34,43.13,1,0,3,Bombing/Explosion,1,Business,Unknown,6,Explosives/Bombs/Dynamite,4,0,14,0,-9,,
201401010048,2014,1,1,137,Mozambique,11,Sub-Saharan Africa,-20.57698,33.835765,1,0,2,Armed Assault,14,Private Citizens & Property,Mozambique National Resistance Movement (MNR),5,Firearms,0,0,2.5,0,1,3,Minor (likely < $1 million)
201401010050,2014,1,1,153,Pakistan,6,South Asia,29.033333,69.15,1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,5,Firearms,7,0,1,0,-9,,
201401010052,2014,1,1,92,India,6,South Asia,29.230103,77.070837,1,0,1,Assassination,2,Government (General),Unknown,9,Melee,1,0,0,0,0,,
201401010054,2014,1,1,153,Pakistan,6,South Asia,24.894111,66.992844,1,0,2,Armed Assault,3,Police,Unknown,5,Firearms,1,0,0,0,0,,
201401010055,2014,1,1,45,Colombia,3,South America,8.608345,-73.316615,1,0,3,Bombing/Explosion,21,Utilities,National Liberation Army of Colombia (ELN),6,Explosives/Bombs/Dynamite,0,0,0,0,1,4,Unknown
201401010056,2014,1,1,45,Colombia,3,South America,8.608345,-73.316615,1,0,3,Bombing/Explosion,21,Utilities,National Liberation Army of Colombia (ELN),6,Explosives/Bombs/Dynamite,0,0,0,0,1,4,Unknown
201401010057,2014,1,1,45,Colombia,3,South America,8.608345,-73.316615,1,0,3,Bombing/Explosion,21,Utilities,National Liberation Army of Colombia (ELN),6,Explosives/Bombs/Dynamite,0,0,0,0,1,4,Unknown
201401010058,2014,1,1,153,Pakistan,6,South Asia,24.861182,67.009883,1,0,6,Hostage Taking (Kidnapping),22,Violent Political Party,Unknown,13,Unknown,1,0,0,0,0,,
201401010060,2014,1,26,45,Colombia,3,South America,7.946283,-72.898807,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,National Liberation Army of Colombia (ELN),13,Unknown,0,0,0,0,0,,
201401010061,2014,1,1,92,India,6,South Asia,18.07404,81.750951,1,0,6,Hostage Taking (Kidnapping),15,Religious Figures/Institutions,Maoists,9,Melee,1,0,0,0,0,,
201401010062,2014,1,1,92,India,6,South Asia,18.793435,80.817976,1,0,6,Hostage Taking (Kidnapping),3,Police,Maoists,13,Unknown,1,0,0,0,0,,
201401020003,2014,1,2,104,Kenya,11,Sub-Saharan Africa,-4.320864,39.573348,1,0,3,Bombing/Explosion,1,Business,Unknown,6,Explosives/Bombs/Dynamite,0,0,10,0,1,3,Minor (likely < $1 million)
201401020005,2014,1,2,153,Pakistan,6,South Asia,27.342228,66.369349,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Lashkar-e-Balochistan,6,Explosives/Bombs/Dynamite,0,0,0,0,0,,
201401020006,2014,1,2,160,Philippines,5,Southeast Asia,7.054216,124.673096,1,0,2,Armed Assault,4,Military,Bangsamoro Islamic Freedom Movement (BIFM),5,Firearms,9,9,13,13,-9,,
201401020007,2014,1,2,182,Somalia,11,Sub-Saharan Africa,3.116667,43.65,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Al-Shabaab,6,Explosives/Bombs/Dynamite,3,0,0,0,1,3,Minor (likely < $1 million)
201401020008,2014,1,2,205,Thailand,5,Southeast Asia,6.07164,101.754635,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,Separatists,6,Explosives/Bombs/Dynamite,0,0,1,0,-9,,
201401020009,2014,1,2,228,Yemen,10,Middle East & North Africa,12.78439,45.001367,1,0,1,Assassination,2,Government (General),Al-Qa`ida in the Arabian Peninsula (AQAP),5,Firearms,1,0,0,0,0,,
201401020010,2014,1,2,95,Iraq,10,Middle East & North Africa,33.410953,44.432131,1,0,3,Bombing/Explosion,19,Transportation,Unknown,6,Explosives/Bombs/Dynamite,4,0,6,0,1,3,Minor (likely < $1 million)
201401020011,2014,1,2,95,Iraq,10,Middle East & North Africa,33.7,45.083333,1,1,3,Bombing/Explosion,1,Business,Unknown,6,Explosives/Bombs/Dynamite,16,1,30,0,1,3,Minor (likely < $1 million)
201401020014,2014,1,1,95,Iraq,10,Middle East & North Africa,35.422322,44.40156,1,0,3,Bombing/Explosion,4,Military,Unknown,6,Explosives/Bombs/Dynamite,0,0,0,0,1,3,Minor (likely < $1 million)
201401020015,2014,1,2,95,Iraq,10,Middle East & North Africa,36.342244,43.134818,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,6,Explosives/Bombs/Dynamite,1,0,1,0,-9,,
201401020016,2014,1,2,95,Iraq,10,Middle East & North Africa,33.325,44.422,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,6,Explosives/Bombs/Dynamite,2,0,5,0,-9,,
201401020017,2014,1,2,95,Iraq,10,Middle East & North Africa,36.354536,43.098421,1,0,3,Bombing/Explosion,3,Police,Unknown,6,Explosives/Bombs/Dynamite,0,0,4,0,-9,,
201401020018,2014,1,2,95,Iraq,10,Middle East & North Africa,34.542762,43.494015,1,0,3,Bombing/Explosion,21,Utilities,Unknown,6,Explosives/Bombs/Dynamite,0,0,0,0,1,4,Unknown
201401020020,2014,1,2,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,0.5,29.466667,1,0,1,Assassination,4,Military,Allied Democratic Forces (ADF),6,Explosives/Bombs/Dynamite,4,0,8,0,1,4,Unknown
201401020021,2014,1,2,95,Iraq,10,Middle East & North Africa,36.16417,43.25966,1,0,2,Armed Assault,3,Police,Islamic State of Iraq and the Levant (ISIL),5,Firearms,2,2,0,0,-9,,
201401020022,2014,1,2,95,Iraq,10,Middle East & North Africa,33.325,44.422,1,0,2,Armed Assault,4,Military,Islamic State of Iraq and the Levant (ISIL),5,Firearms,4,2,,,-9,,
201401020023,2014,1,2,95,Iraq,10,Middle East & North Africa,36.346656,43.158996,1,0,2,Armed Assault,4,Military,Unknown,5,Firearms,1,0,0,0,0,,
201401020024,2014,1,2,110,Lebanon,10,Middle East & North Africa,33.852028,35.515373,1,1,3,Bombing/Explosion,14,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),6,Explosives/Bombs/Dynamite,6,1,66,0,1,3,Minor (likely < $1 million)
201401020025,2014,1,2,95,Iraq,10,Middle East & North Africa,32.987356,44.356586,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,6,Explosives/Bombs/Dynamite,4,0,11,0,1,3,Minor (likely < $1 million)
201401020026,2014,1,2,153,Pakistan,6,South Asia,32.246185,70.356397,1,0,3,Bombing/Explosion,3,Police,Tehrik-i-Taliban Pakistan (TTP),6,Explosives/Bombs/Dynamite,1,0,3,0,1,3,Minor (likely < $1 million)
201401020027,2014,1,2,153,Pakistan,6,South Asia,34.216456,71.714795,1,0,3,Bombing/Explosion,8,Educational Institution,Unknown,6,Explosives/Bombs/Dynamite,0,0,0,0,1,3,Minor (likely < $1 million)
201401020029,2014,1,2,78,Greece,8,Western Europe,37.88217,23.768722,1,0,7,Facility/Infrastructure Attack,2,Government (General),Unknown,8,Incendiary,0,0,0,0,1,3,Minor (likely < $1 million)
201401020030,2014,1,2,113,Libya,10,Middle East & North Africa,32.791944,12.484722,1,0,2,Armed Assault,14,Private Citizens & Property,Jund al-Islam,5,Firearms,2,0,0,0,0,,
201401020031,2014,1,2,4,Afghanistan,6,South Asia,33.969167,68.944722,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Taliban,6,Explosives/Bombs/Dynamite,5,0,15,0,0,,
201401020032,2014,1,2,60,Egypt,10,Middle East & North Africa,30.78594,30.999786,0,0,3,Bombing/Explosion,3,Police,Unknown,6,Explosives/Bombs/Dynamite,0,0,0,0,0,,
201401020033,2014,1,2,4,Afghanistan,6,South Asia,34.341944,62.203056,1,0,2,Armed Assault,2,Government (General),Unknown,5,Firearms,1,0,0,0,0,,
201401020034,2014,1,2,75,Germany,8,Western Europe,52.520399,13.407226,1,0,7,Facility/Infrastructure Attack,7,Government (Diplomatic),Unknown,8,Incendiary,0,0,0,0,1,3,Minor (likely < $1 million)
201401020037,2014,1,2,60,Egypt,10,Middle East & North Africa,30.882987,34.064142,0,0,3,Bombing/Explosion,1,Business,Ansar Bayt al-Maqdis (Ansar Jerusalem),6,Explosives/Bombs/Dynamite,1,1,0,0,0,,
201401020046,2014,1,2,228,Yemen,10,Middle East & North Africa,16.41489,43.10772,1,0,3,Bombing/Explosion,1,Business,Unknown,6,Explosives/Bombs/Dynamite,0,0,0,0,1,3,Minor (likely < $1 million)
201401020048,2014,1,2,153,Pakistan,6,South Asia,34.005697,71.343584,1,0,3,Bombing/Explosion,8,Educational Institution,Unknown,6,Explosives/Bombs/Dynamite,0,0,0,0,1,3,Minor (likely < $1 million)
201401020049,2014,1,2,200,Syria,10,Middle East & North Africa,,,1,0,6,Hostage Taking (Kidnapping),12,NGO,Unknown,13,Unknown,0,0,0,0,0,,
201401020050,2014,1,2,37,Cameroon,11,Sub-Saharan Africa,3.935741,13.843841,1,0,2,Armed Assault,4,Military,Seleka,5,Firearms,7,4,0,0,0,,
201401020053,2014,1,3,19,Bangladesh,6,South Asia,23.105471,90.886245,1,0,2,Armed Assault,22,Violent Political Party,Unknown,5,Firearms,0,0,0,0,1,3,Minor (likely < $1 million)
201401020055,2014,1,2,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,-4.325,15.322222,1,0,2,Armed Assault,4,Military,Unknown,5,Firearms,0,0,0,0,-9,,
201401030005,2014,1,3,153,Pakistan,6,South Asia,34.029149,71.472235,1,0,2,Armed Assault,4,Military,Baloch Republican Army (BRA),5,Firearms,2,2,1,0,1,3,Minor (likely < $1 million)
201401030015,2014,1,3,205,Thailand,5,Southeast Asia,6.429345,101.021248,1,0,3,Bombing/Explosion,3,Police,Unknown,6,Explosives/Bombs/Dynamite,0,0,0,0,0,,
201401030017,2014,1,3,95,Iraq,10,Middle East & North Africa,33.325,44.422,1,0,3,Bombing/Explosion,19,Transportation,Unknown,6,Explosives/Bombs/Dynamite,1,0,3,0,1,3,Minor (likely < $1 million)
201401030018,2014,1,3,95,Iraq,10,Middle East & North Africa,33.329883,44.502598,1,0,3,Bombing/Explosion,1,Business,Unknown,6,Explosives/Bombs/Dynamite,1,0,6,0,1,3,Minor (likely < $1 million)
201401030019,2014,1,3,95,Iraq,10,Middle East & North Africa,33.061191,44.35487,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,6,Explosives/Bombs/Dynamite,2,0,3,0,-9,,
201401030020,2014,1,3,95,Iraq,10,Middle East & North Africa,36.733106,43.097305,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,6,Explosives/Bombs/Dynamite,1,0,3,0,-9,,
201401030024,2014,1,3,95,Iraq,10,Middle East & North Africa,33.664354,44.373779,1,0,3,Bombing/Explosion,3,Police,Unknown,6,Explosives/Bombs/Dynamite,1,0,3,0,-9,,
201401030026,2014,1,3,95,Iraq,10,Middle East & North Africa,33.66564,44.375984,1,0,9,Unknown,3,Police,Unknown,13,Unknown,1,0,5,0,-9,,
201401030028,2014,1,2,95,Iraq,10,Middle East & North Africa,34.289224,44.543094,1,0,2,Armed Assault,4,Military,Unknown,5,Firearms,2,0,1,0,-9,,
201401030029,2014,1,3,95,Iraq,10,Middle East & North Africa,33.306218,44.027399,1,0,1,Assassination,17,Terrorists/Non-State Militia,Unknown,5,Firearms,1,0,0,0,1,3,Minor (likely < $1 million)
201401030030,2014,1,3,113,Libya,10,Middle East & North Africa,32.116667,20.066667,1,0,2,Armed Assault,4,Military,Unknown,5,Firearms,0,0,1,0,0,,
201401030031,2014,1,3,113,Libya,10,Middle East & North Africa,32.079411,20.119314,1,0,2,Armed Assault,4,Military,Unknown,5,Firearms,0,0,1,0,0,,
201401030034,2014,1,3,167,Russia,9,Eastern Europe,55.748468,37.998936,1,0,3,Bombing/Explosion,3,Police,Unknown,6,Explosives/Bombs/Dynamite,1,0,1,0,-9,,
201401030035,2014,1,3,205,Thailand,5,Southeast Asia,6.837476,101.212712,1,0,2,Armed Assault,3,Police,Separatists,5,Firearms,1,0,0,0,1,3,Minor (likely < $1 million)
201401030036,2014,1,3,95,Iraq,10,Middle East & North Africa,33.350815,43.783293,1,1,3,Bombing/Explosion,4,Military,Unknown,6,Explosives/Bombs/Dynamite,6,1,7,0,1,4,Unknown
201401030037,2014,1,3,60,Egypt,10,Middle East & North Africa,31.211818,34.11028,1,0,3,Bombing/Explosion,4,Military,Unknown,6,Explosives/Bombs/Dynamite,0,0,4,0,-9,,
201401030038,2014,1,3,200,Syria,10,Middle East & North Africa,33.513,36.292,1,0,3,Bombing/Explosion,21,Utilities,Unknown,6,Explosives/Bombs/Dynamite,0,0,0,0,1,4,Unknown
201401030039,2014,1,3,200,Syria,10,Middle East & North Africa,34.733018,36.732112,1,0,3,Bombing/Explosion,21,Utilities,Unknown,6,Explosives/Bombs/Dynamite,0,0,0,0,1,4,Unknown
201401030040,2014,1,3,60,Egypt,10,Middle East & North Africa,30.049779,31.23648,1,0,3,Bombing/Explosion,4,Military,Unknown,6,Explosives/Bombs/Dynamite,0,0,0,0,-9,,
201401030057,2014,1,3,19,Bangladesh,6,South Asia,24.759186,89.393563,1,0,7,Facility/Infrastructure Attack,2,Government (General),Unknown,8,Incendiary,0,0,0,0,1,3,Minor (likely < $1 million)
201401030058,2014,1,3,19,Bangladesh,6,South Asia,24.8435,89.376297,1,0,7,Facility/Infrastructure Attack,2,Government (General),Unknown,8,Incendiary,0,0,0,0,1,3,Minor (likely < $1 million)
201401030061,2014,1,3,19,Bangladesh,6,South Asia,24.883945,90.793548,1,0,7,Facility/Infrastructure Attack,2,Government (General),Unknown,8,Incendiary,0,0,0,0,1,3,Minor (likely < $1 million)
201401030062,2014,1,3,19,Bangladesh,6,South Asia,24.883945,90.793548,1,0,7,Facility/Infrastructure Attack,2,Government (General),Unknown,8,Incendiary,0,0,0,0,1,3,Minor (likely < $1 million)
201401030063,2014,1,3,19,Bangladesh,6,South Asia,24.883945,90.793548,1,0,7,Facility/Infrastructure Attack,2,Government (General),Unknown,8,Incendiary,0,0,0,0,1,3,Minor (likely < $1 million)
201401030067,2014,1,3,19,Bangladesh,6,South Asia,22.617334,91.662083,1,0,7,Facility/Infrastructure Attack,2,Government (General),Unknown,8,Incendiary,0,0,0,0,1,3,Minor (likely < $1 million)
201401030068,2014,1,3,19,Bangladesh,6,South Asia,24.50276,89.142393,1,0,7,Facility/Infrastructure Attack,2,Government (General),Unknown,8,Incendiary,0,0,0,0,1,3,Minor (likely < $1 million)
201401030069,2014,1,3,19,Bangladesh,6,South Asia,22.292046,89.958012,1,0,7,Facility/Infrastructure Attack,2,Government (General),Unknown,8,Incendiary,0,0,0,0,1,3,Minor (likely < $1 million)
201401030070,2014,1,3,19,Bangladesh,6,South Asia,23.903182,89.056153,1,0,7,Facility/Infrastructure Attack,2,Government (General),Unknown,8,Incendiary,0,0,0,0,1,3,Minor (likely < $1 million)
201401030083,2014,1,3,19,Bangladesh,6,South Asia,22.912358,91.318004,1,0,7,Facility/Infrastructure Attack,2,Government (General),Unknown,8,Incendiary,0,0,0,0,1,3,Minor (likely < $1 million)
201401030084,2014,1,3,19,Bangladesh,6,South Asia,22.912358,91.318004,1,0,7,Facility/Infrastructure Attack,2,Government (General),Unknown,8,Incendiary,0,0,0,0,1,3,Minor (likely < $1 million)
201401030085,2014,1,3,19,Bangladesh,6,South Asia,22.912358,91.318004,1,0,7,Facility/Infrastructure Attack,2,Government (General),Unknown,8,Incendiary,0,0,0,0,1,3,Minor (likely < $1 million)
201401030086,2014,1,3,19,Bangladesh,6,South Asia,22.912358,91.318004,1,0,7,Facility/Infrastructure Attack,2,Government (General),Unknown,8,Incendiary,0,0,0,0,1,3,Minor (likely < $1 million)
201401030087,2014,1,3,19,Bangladesh,6,South Asia,22.912358,91.318004,1,0,7,Facility/Infrastructure Attack,2,Government (General),Unknown,8,Incendiary,0,0,0,0,1,3,Minor (likely < $1 million)
201401030094,2014,1,3,153,Pakistan,6,South Asia,33.701455,71.094899,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,Unknown,6,Explosives/Bombs/Dynamite,1,0,3,0,1,3,Minor (likely < $1 million)
201401030096,2014,1,3,19,Bangladesh,6,South Asia,24.729906,88.170605,1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,8,Incendiary,0,0,3,0,1,3,Minor (likely < $1 million)
201401030097,2014,1,3,153,Pakistan,6,South Asia,34.014975,71.58049,0,0,3,Bombing/Explosion,20,Unknown,Unknown,6,Explosives/Bombs/Dynamite,0,0,0,0,0,,
201401030100,2014,1,2,60,Egypt,10,Middle East & North Africa,31.10632,30.941975,0,0,3,Bombing/Explosion,8,Educational Institution,Unknown,6,Explosives/Bombs/Dynamite,0,0,0,0,0,,
201401030102,2014,1,3,153,Pakistan,6,South Asia,33.668065,73.072993,1,0,2,Armed Assault,15,Religious Figures/Institutions,Muslim Fundamentalists,5,Firearms,2,0,0,0,1,3,Minor (likely < $1 million)
201401030103,2014,1,3,153,Pakistan,6,South Asia,34.011796,71.939307,0,0,3,Bombing/Explosion,21,Utilities,Unknown,6,Explosives/Bombs/Dynamite,0,0,0,0,0,,
201401030104,2014,1,3,153,Pakistan,6,South Asia,34.059984,73.500828,0,0,3,Bombing/Explosion,20,Unknown,Unknown,6,Explosives/Bombs/Dynamite,0,0,0,0,0,,
201401030105,2014,1,3,153,Pakistan,6,South Asia,33.147985,73.75367,0,0,3,Bombing/Explosion,20,Unknown,Unknown,6,Explosives/Bombs/Dynamite,0,0,0,0,0,,
201401030113,2014,1,3,19,Bangladesh,6,South Asia,25.99755,89.277434,1,0,7,Facility/Infrastructure Attack,22,Violent Political Party,Unknown,8,Incendiary,0,0,0,0,1,3,Minor (likely < $1 million)
201401030115,2014,1,3,160,Philippines,5,Southeast Asia,8.947538,125.540623,1,0,3,Bombing/Explosion,1,Business,Unknown,6,Explosives/Bombs/Dynamite,0,0,0,0,0,,
201401030118,2014,1,3,155,West Bank and Gaza Strip,10,Middle East & North Africa,31.781781,35.230508,1,0,2,Armed Assault,3,Police,Unknown,9,Melee,0,0,1,0,0,,
201401030177,2014,1,3,92,India,6,South Asia,19.996605,84.131565,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),13,Unknown,,0,,0,0,,
201401040001,2014,1,4,182,Somalia,11,Sub-Saharan Africa,2.799108,44.079391,1,0,6,Hostage Taking (Kidnapping),7,Government (Diplomatic),Al-Shabaab,13,Unknown,,0,,0,0,,
201401040003,2014,1,4,182,Somalia,11,Sub-Saharan Africa,2.058538,45.351006,1,0,3,Bombing/Explosion,2,Government (General),Al-Shabaab,6,Explosives/Bombs/Dynamite,2,0,2,0,-9,,
201401040011,2014,1,4,4,Afghanistan,6,South Asia,34.171831,70.621679,1,1,3,Bombing/Explosion,4,Military,Taliban,6,Explosives/Bombs/Dynamite,7,6,0,0,-9,,
201401040012,2014,1,4,4,Afghanistan,6,South Asia,34.288258,70.782509,1,0,3,Bombing/Explosion,3,Police,Taliban,6,Explosives/Bombs/Dynamite,3,0,0,0,1,3,Minor (likely < $1 million)
201401040013,2014,1,3,4,Afghanistan,6,South Asia,33.561423,69.934051,1,0,3,Bombing/Explosion,2,Government (General),Taliban,6,Explosives/Bombs/Dynamite,4,0,0,0,1,3,Minor (likely < $1 million)
201401040014,2014,1,4,182,Somalia,11,Sub-Saharan Africa,1.807696,44.693574,1,0,9,Unknown,4,Military,Al-Shabaab,13,Unknown,,,,,0,,
201401040015,2014,1,4,182,Somalia,11,Sub-Saharan Africa,2.033333,45.35,1,0,2,Armed Assault,14,Private Citizens & Property,Al-Shabaab,5,Firearms,1,0,0,0,0,,
201401040016,2014,1,4,104,Kenya,11,Sub-Saharan Africa,-1.26487,36.850277,1,0,3,Bombing/Explosion,1,Business,Al-Shabaab,6,Explosives/Bombs/Dynamite,0,0,1,0,1,3,Minor (likely < $1 million)
201401040018,2014,1,4,205,Thailand,5,Southeast Asia,6.868611,101.25,1,0,2,Armed Assault,1,Business,Unknown,5,Firearms,1,0,1,0,-9,,
201401040019,2014,1,4,95,Iraq,10,Middle East & North Africa,33.7,45.083333,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,6,Explosives/Bombs/Dynamite,0,0,1,0,1,3,Minor (likely < $1 million)
201401040020,2014,1,4,95,Iraq,10,Middle East & North Africa,33.75,44.633333,1,0,3,Bombing/Explosion,3,Police,Unknown,6,Explosives/Bombs/Dynamite,0,0,1,0,-9,,
201401040021,2014,1,4,95,Iraq,10,Middle East & North Africa,35.402767,44.406374,1,0,3,Bombing/Explosion,3,Police,Unknown,6,Explosives/Bombs/Dynamite,0,0,0,0,1,3,Minor (likely < $1 million)
201401040022,2014,1,4,95,Iraq,10,Middle East & North Africa,35.390205,44.378021,1,0,3,Bombing/Explosion,3,Police,Unknown,6,Explosives/Bombs/Dynamite,0,0,0,0,-9,,
201401040023,2014,1,4,95,Iraq,10,Middle East & North Africa,35.463746,44.391578,0,0,3,Bombing/Explosion,20,Unknown,Unknown,6,Explosives/Bombs/Dynamite,0,0,0,0,0,,
201401040024,2014,1,4,95,Iraq,10,Middle East & North Africa,35.402767,44.406374,0,0,3,Bombing/Explosion,20,Unknown,Unknown,6,Explosives/Bombs/Dynamite,0,0,0,0,0,,
201401040025,2014,1,4,95,Iraq,10,Middle East & North Africa,33.325,44.422,1,0,3,Bombing/Explosion,3,Police,Unknown,6,Explosives/Bombs/Dynamite,0,0,4,0,-9,,
201401040026,2014,1,4,95,Iraq,10,Middle East & North Africa,36.34,43.13,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,6,Explosives/Bombs/Dynamite,1,0,1,0,-9,,
